timestamp,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6
0.0,0.0,0.1465047641800009,0.0,0.03799999999999474,0.0,0.0,0.0
0.213,0.0,0.1335047641800009,0.0,0.0,0.0,0.0,0.0
0.363,0.0,0.08450476418000091,0.0,0.0,0.0,0.0,0.0
0.474,0.0,0.03850476418000087,0.0,0.0,0.0,0.0,0.0
0.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.739,0.0,0.02852675540618249,0.0,0.0,0.0,0.0,0.0
0.892,0.0,0.14452675540618254,0.0,0.16999999999999527,0.0,0.0,0.0
1.073,0.0,0.24752675540618246,0.0,0.7089999999999952,0.0,0.0,0.0
1.24,0.0,0.3025267554061825,0.0,0.7849999999999953,0.0,0.0,0.0
1.434,0.0,0.2615267554061825,0.0,0.7529999999999952,0.0,0.0,0.0
1.572,0.0,0.23552675540618256,0.0,0.5499999999999953,0.0,0.0,0.0
1.704,0.0,0.2695267554061825,0.0,0.5229999999999952,0.0,0.0,0.0
1.859,0.0,0.3065267554061825,0.0,0.7409999999999952,0.0,0.0,0.0
2.027,0.0,0.2895267554061825,0.0,0.7449999999999952,0.0,0.0,0.0
2.205,0.0,0.23552675540618256,0.0,0.6779999999999953,0.0,0.0,0.0
2.34,0.0,0.1625267554061825,0.0,0.5419999999999953,0.0,0.0,0.0
2.505,0.0,0.1695267554061825,0.0,0.5779999999999952,0.0,0.0,0.0
2.695,0.0,0.22352675540618255,0.0,0.7529999999999952,0.0,0.0,0.0
2.911,0.0,0.1645267554061825,0.0,0.2839999999999952,0.0,0.0,0.0
3.065,0.0,0.07352675540618253,0.0,0.0,0.0,0.0,0.0
3.231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.392,0.0,0.0,0.4769999999999587,0.19099999999999545,0.0,0.0,0.0
3.571,0.0,0.06878669589209768,0.7399999999999587,0.23699999999999544,0.10799999999995682,0.0,0.0
3.698,0.0,0.07378669589209769,0.7609999999999587,0.22399999999999545,0.11599999999995683,0.0,0.0
3.868,0.0,0.0897866958920977,1.0029999999999586,0.38299999999999546,0.17599999999995683,0.0,0.0
4.007,0.0,0.0887866958920977,0.9939999999999587,0.4699999999999954,0.08699999999995682,0.0,0.0
4.186,0.0,0.09478669589209765,0.8359999999999587,0.30399999999999544,0.15199999999995684,0.0,0.0
4.421,0.0,0.0827866958920977,0.9079999999999587,0.33499999999999547,0.11599999999995683,0.0,0.0
4.642,0.0,0.0867866958920977,0.8649999999999587,0.2809999999999955,0.11399999999995683,0.0,0.0
4.907,0.0,0.06378669589209768,0.6819999999999588,0.17199999999999543,0.06599999999995683,0.0,0.0
5.067,0.0,0.059786695892097674,0.7469999999999587,0.19299999999999545,0.09299999999995683,0.0,0.0
5.252,0.0,0.0837866958920977,0.8659999999999587,0.25899999999999546,0.11599999999995683,0.0,0.0
5.518,0.0,0.05278669589209767,0.5859999999999587,0.08499999999999544,0.06399999999995683,0.0,0.0
5.714,0.0,0.06778669589209768,0.8319999999999587,0.20299999999999546,0.11099999999995683,0.0,0.0
5.955,0.0,0.07178669589209768,0.8609999999999587,0.17999999999999544,0.08999999999995682,0.0,0.0
6.124,0.0,0.0837866958920977,0.8779999999999587,0.19899999999999546,0.14099999999995683,0.0,0.0
6.314,0.0,0.07978669589209769,0.8489999999999587,0.19099999999999545,0.11999999999995682,0.0,0.0
6.611,0.0,0.10678669589209766,0.0,0.3469999999999954,0.17899999999995683,0.0,0.0
6.94,0.0,0.0857866958920977,0.0,0.20499999999999544,0.14699999999995683,0.0,0.0
7.192,0.0,0.09678669589209765,0.0,0.23499999999999543,0.047999999999956834,0.0,0.0
7.359,0.0,0.09378669589209765,0.0,0.19199999999999545,0.10799999999995682,0.0,0.0
7.676,0.0,0.0817866958920977,0.0,0.11199999999999544,0.09599999999995683,0.0,0.0
7.948,0.0,0.0897866958920977,0.0,0.18899999999999545,0.10899999999995683,0.0,0.0
8.139,0.0,0.0857866958920977,0.0,0.15999999999999545,0.12199999999995682,0.0,0.0
8.367,0.0,0.11178669589209766,0.0,0.29699999999999543,0.15499999999995684,0.0,0.0
8.586,0.0,0.10978669589209766,0.0,0.23499999999999543,0.16799999999995685,0.0,0.0
8.881,0.0,0.11078669589209766,0.0,0.2829999999999954,0.16799999999995685,0.0,0.0
9.183,0.0,0.09778669589209765,0.0,0.29599999999999543,0.17599999999995683,0.0,0.0
9.469,0.0,0.11378669589209767,0.0,0.32999999999999546,0.18699999999995684,0.0,0.0
9.714,0.0,0.11978669589209767,0.0,0.30899999999999544,0.18199999999995684,0.0,0.0
9.955,0.0,0.12278669589209767,0.0,0.31799999999999545,0.14199999999995683,0.0,0.0
10.237,0.0,0.11078669589209766,0.0,0.29499999999999543,0.16199999999995685,0.0,0.0
10.514,0.0,0.12178669589209767,0.0,0.30099999999999544,0.10099999999995683,0.0,0.0
10.689,0.0,0.10978669589209766,0.0,0.19699999999999546,0.11299999999995683,0.0,0.0
11.008,0.0,0.09778669589209765,0.0,0.24699999999999545,0.11599999999995683,0.0,0.0
11.295,0.0,0.09578669589209765,0.0,0.20599999999999544,0.12099999999995682,0.0,0.0
11.669,0.0,0.10978669589209766,0.0,0.26799999999999546,0.10899999999995683,0.0,0.0
11.991,0.0,0.07178669589209768,0.0,0.10199999999999543,0.0,0.0,0.0
12.17,0.0,0.09778669589209765,0.0,0.25799999999999546,0.11499999999995683,0.0,0.0
12.386,0.0,0.09278669589209765,0.0,0.18099999999999544,0.04699999999995683,0.0,0.0
