timestamp,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.214,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.596,0.0,0.0,1.0907494875162873,0.0,0.0,0.0,0.0
0.75,0.0,0.0,0.4947494875162873,0.10766478413494715,0.46667648951881624,0.0,0.0
0.891,0.0,0.0,0.9357494875162873,0.8676647841349472,0.5146764895188163,0.0,0.0
1.042,0.0,0.0,0.29674948751628727,1.255664784134947,0.5866764895188162,0.0,0.0
1.207,0.0,0.0,0.0,1.4626647841349472,0.8976764895188162,0.0,0.0
1.357,0.0,0.0,0.0,1.4386647841349471,0.35067648951881636,0.0,0.0
1.498,0.0,0.0,0.0,1.1236647841349472,0.0,0.0,0.0
1.645,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.803,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.094,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.244,0.0,0.0,1.0017953130617725,0.0,0.4851381499772387,0.0,0.0
2.397,0.0,0.0,0.7357953130617725,1.0998812855367708,0.7251381499772387,0.0,0.0
2.547,0.0,0.0,0.0,1.1288812855367707,0.7551381499772387,0.0,0.0
2.69,0.0,0.0,0.0,1.4208812855367707,0.8011381499772388,0.0,0.0
2.855,0.0,0.0,0.0,1.4448812855367708,0.4841381499772387,0.0,0.0
3.007,0.0,0.0,0.0,1.1168812855367707,0.0,0.0,0.0
3.158,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.293,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.588,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.759,0.0,0.0,1.0878361007514723,0.0,0.0,0.0,0.0
3.915,0.0,0.0,0.8858361007514722,0.628676418928263,0.6569851824391254,0.0,0.0
4.06,0.0,0.0,0.0,1.1286764189282628,0.8429851824391255,0.0,0.0
4.227,0.0,0.0,0.0,1.3446764189282627,0.9439851824391253,0.0,0.0
4.4,0.0,0.0,0.0,1.3096764189282628,0.6909851824391254,0.0,0.0
4.588,0.0,0.0,0.0,1.7716764189282628,0.3889851824391255,0.0,0.0
4.752,0.0,0.0,0.0,0.060442890549697655,0.0,0.0,0.0
4.914,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.473,0.0,0.0,1.4058713855186726,0.05045087033015046,0.6015651846845972,0.0,0.0
5.647,0.0,0.0,1.1678713855186726,0.5644508703301504,0.7755651846845971,0.0,0.0
5.818,0.0,0.0,0.0,0.9784508703301503,0.8725651846845972,0.0,0.0
5.986,0.0,0.0,0.0,1.3954508703301505,0.9325651846845971,0.0,0.0
6.253,0.0,0.0,0.0,1.1894508703301505,0.0,0.0,0.0
6.397,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.559,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.721,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.868,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.032,0.0,0.0,0.9298970143526408,0.0,0.48035824470018307,0.0,0.0
7.296,0.0,0.18596350201881182,0.0,0.9531398168367303,1.0573582447001832,0.0,0.0
7.487,0.0,0.1759635020188118,0.0,1.4341398168367303,0.9953582447001831,0.0,0.0
7.792,0.0,0.7739635020188118,0.0,1.6231398168367301,0.34735824470018306,0.0,0.0
8.103,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.391,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.679,0.0,0.021051996624760524,1.0849175361634822,0.8056951346572873,0.7340510215759366,0.0,0.0
8.986,0.0,0.0,0.0,1.3746951346572873,0.9370510215759364,0.0,0.0
9.266,0.0,0.6360519966247605,0.0,1.5626951346572873,0.0,0.0,0.0
9.454,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.047,0.0,0.0,1.4849339686207972,0.0,0.1844208289902147,0.0,0.0
10.338,0.0,0.0,1.538933968620797,0.0,0.7574208289902147,0.0,0.0
10.662,0.0,0.0,0.0,1.4083427204488366,0.8314208289902147,0.0,0.0
10.938,0.0,0.09313721900235335,0.0,0.1541958660398598,0.0,0.0,0.0
11.093,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.266,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.543,0.0,0.0,1.268947126604539,0.0,0.0,0.0,0.0
