timestamp,fsr0,fsr1,fsr2,fsr3,fsr4,fsr5,fsr6
0.0,0.0,0.0747885347054717,0.0,0.08465549916758924,0.0,0.0,0.0
0.19,0.0,0.0,0.0,0.04825754140055271,0.0,0.0,0.0
0.378,0.0,0.0,0.0,0.140614507905869,0.0,0.0,0.0
0.517,0.0,0.0756143953314169,0.0,0.1913222177477516,0.0,0.0,0.0
0.688,0.0,0.09361439533141691,0.0,0.1983222177477516,0.0,0.0,0.0
0.829,0.0,0.0886143953314169,0.0,0.17332221774775164,0.0,0.0,0.0
0.955,0.0,0.09061439533141691,0.0,0.17432221774775164,0.0,0.0,0.0
1.068,0.0,0.05254210742478854,0.0,0.12477577339279658,0.0,0.0,0.0
1.219,0.0,0.06743126527629278,0.0,0.17118025792494065,0.0,0.0,0.0
1.407,0.0,0.0824312652762928,0.0,0.17418025792494066,0.0,0.0,0.0
1.573,0.0,0.057431265276292776,0.0,0.17318025792494066,0.0,0.0,0.0
1.73,0.0,0.06943126527629279,0.0,0.17318025792494066,0.0,0.0,0.0
1.864,0.0,0.0854312652762928,0.0,0.17718025792494066,0.0,0.0,0.0
2.012,0.0,0.0784312652762928,0.0,0.18218025792494066,0.0,0.0,0.0
2.188,0.0,0.0804312652762928,0.0,0.17718025792494066,0.0,0.0,0.0
2.358,0.0,0.0824312652762928,0.0,0.20918025792494066,0.0,0.0,0.0
2.487,0.0,0.11843126527629277,0.0,0.3601802579249407,0.0,0.0,0.0
2.639,0.0,0.1574312652762928,0.0,0.45518025792494066,0.0,0.0,0.0
2.838,0.0,0.1614312652762928,0.0,0.3021802579249407,0.0,0.0,0.0
2.989,0.0,0.11843126527629277,0.0,0.19218025792494065,0.0,0.0,0.0
3.265,0.0,0.0854312652762928,0.0,0.044180257924940666,0.0,0.0,0.0
3.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.571,0.0,0.0657588234279246,0.0,0.13442795331689075,0.0,0.0,0.0
3.739,0.0,0.10875882342792464,0.0,0.19942795331689075,0.0,0.0,0.0
4.092,0.0,0.1167588234279246,0.0,0.18542795331689074,0.0,0.0,0.0
4.344,0.0,0.15075882342792463,0.0,0.24742795331689077,0.0,0.0,0.0
4.658,0.0,0.1167588234279246,0.0,0.20542795331689076,0.0,0.0,0.0
4.94,0.0,0.1167588234279246,0.0,0.35042795331689075,0.0,0.0,0.0
5.261,0.0,0.1297588234279246,0.0,0.46742795331689074,0.0,0.0,0.0
5.579,0.0,0.1307588234279246,0.0,0.46342795331689074,0.0,0.0,0.0
5.861,0.0,0.10475882342792464,0.0,0.27642795331689074,0.0,0.0,0.0
6.158,0.0,0.08875882342792463,0.0,0.20442795331689076,0.0,0.0,0.0
